scene_id,im_id,obj_id,score,R,t,time
59,515,15,0.9995989203453064,0.9038940668106079  0.040328606963157654  -0.4258510172367096  0.297127366065979  -0.7753686308860779  0.557242214679718  -0.3077186942100525  -0.6302199363708496  -0.712833821773529,125.64881145954132  -2.3489193990826607  777.208149433136,-1
50,1713,15,0.999998927116394,-0.9819981455802917  0.12914052605628967  0.13784949481487274  0.08375746011734009  -0.35641932487487793  0.9305644035339355  0.16930577158927917  0.9253582954406738  0.33918657898902893,-71.70514017343521  50.80456659197807  685.4550242424011,-1
50,681,15,0.9999984502792358,-0.7214938998222351  0.6917560696601868  0.030333204194903374  -0.2204093635082245  -0.2709721624851227  0.9370132684707642  0.6564040184020996  0.6693636178970337  0.3479742705821991,-57.165127247571945  28.343860059976578  852.729320526123,-1
59,1251,15,0.9973512887954712,0.38563272356987  -0.03781435638666153  -0.9218772649765015  0.5677364468574524  -0.7778815031051636  0.2693990468978882  -0.7272983193397522  -0.627272367477417  -0.27850791811943054,94.5373848080635  -3.0304028186947107  753.2439231872559,-1
50,1718,15,0.9999977350234985,-0.9825267791748047  0.12627290189266205  0.1367347538471222  0.08147233724594116  -0.3687380850315094  0.9259560108184814  0.1673424392938614  0.9209166169166565  0.35200726985931396,-69.2085325717926  44.835664331912994  687.4896287918091,-1
54,1573,15,0.9999901056289673,-0.9892394542694092  0.005709157325327396  0.14619407057762146  -0.061525676399469376  -0.9228215217590332  -0.38028284907341003  0.13273991644382477  -0.3851855397224426  0.9132426977157593,60.48082932829857  19.42404732108116  890.7996416091919,-1
54,43,15,0.9922003149986267,-0.6769583821296692  0.038201574236154556  0.735029399394989  -0.4133554995059967  -0.8460208773612976  -0.3367282450199127  0.6089865565299988  -0.531779408454895  0.5885117053985596,33.52480009198189  -21.49486169219017  885.2976560592651,-1
50,1150,15,0.999985933303833,-0.9302058219909668  0.36123713850975037  0.06499946117401123  -0.0639033243060112  -0.33378100395202637  0.9404821991920471  0.36143264174461365  0.870688259601593  0.3335692584514618,-46.191416680812836  64.2605721950531  684.6266388893127,-1
50,1145,15,0.9999699592590332,-0.8849765658378601  0.44148895144462585  0.14799994230270386  -0.031673647463321686  -0.37418538331985474  0.9268128871917725  0.46455705165863037  0.8155200481414795  0.3451288640499115,-47.165460884571075  67.57593154907227  702.5483846664429,-1
54,1012,15,0.9999079704284668,-0.9781919121742249  0.1279900223016739  -0.1635822206735611  -0.18895019590854645  -0.8753864765167236  0.44496795535087585  -0.08624622225761414  0.46617287397384644  0.8804796934127808,97.46668487787247  21.107276901602745  836.7595672607422,-1
54,583,15,0.9924020767211914,-0.38250914216041565  0.08900222927331924  0.9196550846099854  -0.39711838960647583  -0.9145598411560059  -0.07666303962469101  0.8342564105987549  -0.39453622698783875  0.38517192006111145,74.79865103960037  13.76875676214695  798.1317639350891,-1
54,543,15,0.9995349645614624,-0.3320034146308899  0.07791731506586075  0.940054714679718  -0.3915290832519531  -0.9180622696876526  -0.06218365952372551  0.8581834435462952  -0.38870394229888916  0.33530664443969727,83.34127068519592  8.630955591797829  809.8616003990173,-1
54,390,15,0.992394208908081,-0.4850379526615143  0.055127788335084915  0.8727537393569946  -0.32219600677490234  -0.9390690922737122  -0.1197456493973732  0.8129748106002808  -0.3392789363861084  0.4732460379600525,54.58513647317886  9.218866005539894  964.8339152336121,-1
50,1098,15,0.9999661445617676,-0.8643746376037598  0.4635876417160034  0.19478946924209595  0.003621995449066162  -0.38162222504615784  0.9243112802505493  0.5028352737426758  0.7996567487716675  0.32818543910980225,-44.51649636030197  68.28954815864563  726.7077565193176,-1
59,1063,15,0.9985285997390747,0.5646849274635315  0.09508899599313736  -0.8198103904724121  0.45924457907676697  -0.8615491390228271  0.21639718115329742  -0.6857298612594604  -0.4986896812915802  -0.5301728248596191,75.92494785785675  7.206864655017853  882.1974396705627,-1
56,601,15,0.9913777112960815,-0.711959183216095  -0.03334960713982582  -0.7014285326004028  0.33333876729011536  -0.8952091336250305  -0.29578033089637756  -0.6180610060691833  -0.44439682364463806  0.6484690308570862,-87.91082352399826  -10.007691569626331  838.9414548873901,-1
59,61,15,0.9869529008865356,0.2872581481933594  -0.1291457712650299  -0.9491069912910461  0.1442895233631134  -0.9737277030944824  0.1761668175458908  -0.946923017501831  -0.1875515580177307  -0.26107683777809143,-30.796542763710022  -45.437026768922806  836.534857749939,-1
59,126,15,0.9915995597839355,0.8930858373641968  0.08960358053445816  0.44087308645248413  -0.16259916126728058  -0.849433422088623  0.5020203590393066  0.41947516798973083  -0.5200328230857849  -0.7440474033355713,-5.45744551345706  -56.58736452460289  932.5767755508423,-1
50,1324,15,0.9999877214431763,-0.9386314749717712  0.30098557472229004  0.16845959424972534  0.037684366106987  -0.3959886431694031  0.9174817800521851  0.34285685420036316  0.8675255179405212  0.36034494638442993,-66.49068742990494  63.3566752076149  688.3819699287415,-1
50,1026,15,0.9999972581863403,-0.8298198580741882  0.5275990962982178  0.18176421523094177  -0.03859078139066696  -0.3792009949684143  0.9245092868804932  0.5566954612731934  0.7601617574691772  0.3350289463996887,-32.714150846004486  54.57516759634018  755.5440664291382,-1
56,1071,15,0.9985488057136536,-0.3280550241470337  -0.05886618793010712  -0.9428226947784424  0.47731542587280273  -0.8716086149215698  -0.11166198551654816  -0.8151992559432983  -0.4866551458835602  0.3140333592891693,-115.53812026977539  20.7984559237957  739.5596504211426,-1
59,1074,15,0.9979375600814819,0.5305353999137878  0.013609582558274269  -0.8475534915924072  0.484578400850296  -0.8252515196800232  0.2900756299495697  -0.6954970359802246  -0.5646015405654907  -0.4444200396537781,67.27487593889236  7.9130567610263824  841.0753607749939,-1
50,737,15,0.9999988079071045,-0.7410299181938171  0.6714254021644592  0.007922976277768612  -0.23626115918159485  -0.2717621922492981  0.9329127073287964  0.6285343766212463  0.6894443035125732  0.3600156307220459,-26.099659502506256  47.08811268210411  843.8476920127869,-1
50,1708,15,0.9999982118606567,-0.9811022877693176  0.12737667560577393  0.14564940333366394  0.09136977046728134  -0.3585415184497833  0.9290316104888916  0.17055827379226685  0.9247828722000122  0.34012743830680847,-72.58664071559906  51.672641187906265  689.4079446792603,-1
59,637,15,0.9992775321006775,0.8623865246772766  0.01587376743555069  -0.5060016512870789  0.330500990152359  -0.774776041507721  0.5389724373817444  -0.3834823966026306  -0.632036566734314  -0.6734025478363037,131.16738200187683  -20.682252943515778  767.5161957740784,-1
56,631,15,0.9897300004959106,-0.6880125403404236  -0.05135170370340347  -0.7238796949386597  0.3558223843574524  -0.8932306170463562  -0.2748265266418457  -0.632478654384613  -0.4466567039489746  0.6328259110450745,-107.18952119350433  -16.209237277507782  836.7215394973755,-1
56,538,15,0.9971503615379333,-0.747430682182312  -0.035318560898303986  -0.6634003520011902  0.3408510982990265  -0.8775216341018677  -0.337307333946228  -0.5702349543571472  -0.47823455929756165  0.6679250001907349,-120.99102139472961  -0.9108170052058995  801.5059232711792,-1
56,570,15,0.9961904287338257,-0.7434853911399841  -0.047404490411281586  -0.6670698523521423  0.36814409494400024  -0.861751139163971  -0.34907716512680054  -0.5583004355430603  -0.5051116347312927  0.6581510901451111,-95.12647241353989  -17.955850809812546  813.530445098877,-1
59,801,15,0.9995205402374268,0.7254579067230225  -0.002595505677163601  -0.6882616877555847  0.42141205072402954  -0.7889602184295654  0.4471619427204132  -0.5441716313362122  -0.6144389510154724  -0.5712636113166809,101.35304927825928  3.1657437793910503  755.0546526908875,-1
50,1113,15,0.9999856948852539,-0.8672083020210266  0.4607360363006592  0.18887075781822205  0.0071446243673563  -0.36774784326553345  0.9298980832099915  0.4978943467140198  0.8077647089958191  0.3156221807003021,-42.711593210697174  72.8847086429596  712.3984098434448,-1
59,1148,15,0.9973125457763672,0.47865816950798035  -0.03335119038820267  -0.8773676753044128  0.5226949453353882  -0.7920819520950317  0.3152715563774109  -0.7054618000984192  -0.609502911567688  -0.3617039918899536,70.47801464796066  13.809052295982838  760.8169317245483,-1
50,712,15,0.9999995231628418,-0.7291757464408875  0.6825567483901978  0.0491831935942173  -0.19399389624595642  -0.2750959098339081  0.9416415095329285  0.6562538146972656  0.6770809292793274  0.3330051004886627,-45.09492218494415  48.3265221118927  855.493426322937,-1
54,1531,15,0.9999903440475464,-0.9998092651367188  -0.013864928856492043  -0.0137557378038764  0.006008358206599951  -0.8884967565536499  0.45884352922439575  -0.018583759665489197  0.4586733877658844  0.8884105682373047,62.252502888441086  16.528047621250153  808.348536491394,-1
59,274,15,0.9994180202484131,0.8180320262908936  0.2011849582195282  -0.5388396978378296  0.10450813174247742  -0.9732268452644348  -0.20471316576004028  -0.5655986070632935  0.11114877462387085  -0.8171561360359192,133.48031044006348  -15.139582566916943  1003.8076639175415,-1
59,1068,15,0.9993034601211548,0.5528354644775391  0.005635795183479786  -0.8332715034484863  0.5024782419204712  -0.7999739646911621  0.32795950770378113  -0.6647471189498901  -0.6000083684921265  -0.4450858235359192,55.331964045763016  4.636773839592934  760.4031562805176,-1
50,1263,15,0.9999881982803345,-0.918999433517456  0.3632185459136963  0.1533375382423401  0.005663823802024126  -0.37672320008277893  0.9263085722923279  0.3942182660102844  0.8521456122398376  0.34415116906166077,-57.741668075323105  72.88952171802521  694.6983337402344,-1
59,68,15,0.9911587834358215,0.8367741703987122  0.10111519694328308  0.5381308794021606  -0.17137815058231354  -0.8850553035736084  0.4327894151210785  0.5200371742248535  -0.4543708562850952  -0.723262369632721,-33.06828811764717  -46.052780002355576  931.5522313117981,-1
54,1355,15,0.999932050704956,-0.9987046122550964  -0.013800498098134995  -0.04897802695631981  -0.012797518633306026  -0.8634631037712097  0.5042498707771301  -0.04924960061907768  0.5042234659194946  0.8621677756309509,56.33145570755005  13.142182491719723  848.3010530471802,-1
56,1046,15,0.9967725872993469,-0.3008265793323517  -0.0676460787653923  -0.9512767195701599  0.48618006706237793  -0.8690074682235718  -0.09195109456777573  -0.8204464316368103  -0.49015310406684875  0.29430869221687317,-137.46701180934906  16.594896093010902  711.0921740531921,-1
50,1130,15,0.9999899864196777,-0.8733224868774414  0.45216965675354004  0.1812467873096466  0.007174750789999962  -0.36008167266845703  0.9328932166099548  0.4870896339416504  0.8160170912742615  0.31122326850891113,-46.455517411231995  71.35728746652603  716.6420221328735,-1
50,1094,15,0.9999616146087646,-0.9219986200332642  0.38533347845077515  0.03790348768234253  -0.11862079799175262  -0.37429332733154297  0.9196920990943909  0.36857518553733826  0.8434587717056274  0.39080649614334106,-42.41986200213432  66.00511819124222  713.1519913673401,-1
59,1131,15,0.9949618577957153,0.4682263731956482  -0.03788674622774124  -0.882796049118042  0.5208225846290588  -0.7952454090118408  0.3103685677051544  -0.7137982845306396  -0.6051027774810791  -0.3526225984096527,64.92587178945541  11.950522661209106  746.4503049850464,-1
59,1,15,0.9968419075012207,0.8346710801124573  0.08809810131788254  0.5436570048332214  -0.20236870646476746  -0.8690113425254822  0.45151543617248535  0.5122217535972595  -0.48688608407974243  -0.7075102925300598,-23.268261924386024  -33.936355262994766  942.1785473823547,-1
50,1189,15,0.9999866485595703,-0.9010528326034546  0.40534496307373047  0.15427029132843018  -0.008562752045691013  -0.37225642800331116  0.9280903935432434  0.43362492322921753  0.8349374532699585  0.3388935327529907,-45.84122449159622  64.6376833319664  706.77649974823,-1
50,642,15,0.9999983310699463,-0.7214969396591187  0.6923974752426147  0.005290478467941284  -0.25338298082351685  -0.2711271345615387  0.928594172000885  0.6443906426429749  0.6686373949050903  0.3710591197013855,-82.95652270317078  28.989233076572418  868.937075138092,-1
50,1052,15,0.9999910593032837,-0.8393481373786926  0.5062565207481384  0.1979873925447464  -0.019806502386927605  -0.39245933294296265  0.9195561408996582  0.5432332754135132  0.7679063677787781  0.33943721652030945,-44.14590075612068  56.085795164108276  746.1761832237244,-1
50,722,15,0.9999994039535522,-0.7327994704246521  0.6792379021644592  0.040510330349206924  -0.19959282875061035  -0.2714848518371582  0.9415194392204285  0.6505135297775269  0.6818593144416809  0.33451488614082336,-34.14896875619888  46.62509262561798  848.7458825111389,-1
56,603,15,0.9870707392692566,-0.7287604212760925  -0.03039560467004776  -0.6840939521789551  0.34768378734588623  -0.8770862817764282  -0.33141449093818665  -0.5899357795715332  -0.4793701469898224  0.6497538089752197,-88.9233872294426  -9.839563630521297  837.5403881072998,-1
59,1048,15,0.9974731802940369,0.5590306520462036  0.002268243581056595  -0.829143762588501  0.478567510843277  -0.8174961805343628  0.32042640447616577  -0.6770952343940735  -0.5759295225143433  -0.45809099078178406,73.75659048557281  5.893801338970661  777.9095768928528,-1
59,567,15,0.9999181032180786,0.6581584215164185  0.10943219810724258  -0.7448838949203491  0.37049925327301025  -0.9083656072616577  0.19391311705112457  -0.6554065346717834  -0.40360450744628906  -0.638392984867096,153.3840149641037  -20.69082483649254  795.3906059265137,-1
59,1544,15,0.9970778226852417,0.20361655950546265  -0.024993279948830605  -0.9787315726280212  0.5198649168014526  -0.8443427085876465  0.12971483170986176  -0.8296269178390503  -0.5352203845977783  -0.1589290350675583,94.97331827878952  16.939541324973106  810.0323677062988,-1
59,1070,15,0.9993159770965576,0.5412663817405701  -0.010409565642476082  -0.8407867550849915  0.5009225606918335  -0.79912930727005  0.3323686718940735  -0.6753571033477783  -0.6010690331459045  -0.4273274838924408,56.397445499897  8.322473615407944  758.3374977111816,-1
56,24,15,0.9980577826499939,-0.6076256036758423  -0.22118300199508667  -0.7628036141395569  0.21401607990264893  -0.9705109000205994  0.11093136668205261  -0.7648451328277588  -0.095847487449646  0.6370440125465393,-117.54221469163895  -32.424379140138626  965.9968614578247,-1
56,604,15,0.9926701784133911,-0.7112798690795898  -0.019914528355002403  -0.7026268243789673  0.3398621380329132  -0.8847320675849915  -0.3189716041088104  -0.6152843236923218  -0.4656742811203003  0.6360601782798767,-90.73556959629059  -10.296746157109737  840.8724069595337,-1
59,1539,15,0.9809806942939758,0.2597752511501312  0.032299622893333435  -0.9651288390159607  0.42748597264289856  -0.9000226259231567  0.08494190871715546  -0.865894079208374  -0.43464481830596924  -0.24761122465133667,89.41002935171127  14.451188035309315  797.7403998374939,-1
